# bkg-pred	mN=2000GeV-pred	mN=2200GeV-pred	mN=2300GeV-pred	mN=2700GeV-pred	mN=3000GeV-pred
3.759807050228118896e-01 9.952018260955810547e-01 2.774501219391822815e-02 9.869209527969360352e-01 9.993249177932739258e-01 9.446330666542053223e-01
3.152053356170654297e-01 5.267374515533447266e-01 9.846870303153991699e-01 3.369738459587097168e-01 4.649278819561004639e-01 3.473312854766845703e-01
1.859583891928195953e-02 9.700707197189331055e-01 7.511504888534545898e-01 8.777360916137695312e-01 3.183137476444244385e-01 7.740060091018676758e-01
1.068594977259635925e-01 5.709519982337951660e-01 6.782837510108947754e-01 9.972200393676757812e-01 8.906657993793487549e-02 8.955060243606567383e-01
3.644167184829711914e-01 9.883840084075927734e-01 9.872955679893493652e-01 9.705343842506408691e-01 9.907023906707763672e-01 8.680913448333740234e-01
3.635808825492858887e-01 3.637256026268005371e-01 9.898504018783569336e-01 6.204802989959716797e-01 9.836074709892272949e-01 4.936807230114936829e-02
7.563551664352416992e-01 9.602074027061462402e-01 8.585551977157592773e-01 2.210707217454910278e-01 2.158641964197158813e-01 5.384554862976074219e-01
2.092955112457275391e-01 9.216884374618530273e-01 3.174782171845436096e-02 4.820489883422851562e-02 2.653722167015075684e-01 3.453572094440460205e-01
5.008307844400405884e-02 9.524633884429931641e-01 9.812318682670593262e-01 5.369777083396911621e-01 6.332419514656066895e-01 1.301171034574508667e-01
1.353101134300231934e-01 1.886372268199920654e-01 5.745574831962585449e-01 3.486800491809844971e-01 6.701732277870178223e-01 3.951632678508758545e-01
4.454451203346252441e-01 9.945518374443054199e-01 9.985554814338684082e-01 6.117607951164245605e-01 2.574057579040527344e-01 3.026147186756134033e-01
1.008341759443283081e-01 9.933811426162719727e-01 2.939431965351104736e-01 9.963416457176208496e-01 1.988618969917297363e-01 6.521967649459838867e-01
6.044752597808837891e-01 9.876571893692016602e-01 1.742095947265625000e-01 8.908386230468750000e-01 4.519135355949401855e-01 8.837444782257080078e-01
4.293186068534851074e-01 3.156750202178955078e-01 9.996098875999450684e-01 3.864818215370178223e-01 2.044035941362380981e-01 3.037923276424407959e-01
2.285588532686233521e-01 5.763806104660034180e-01 9.727746248245239258e-01 4.887384772300720215e-01 9.233551025390625000e-01 3.493325710296630859e-01
8.987259268760681152e-01 3.718869984149932861e-01 9.987762570381164551e-01 7.400134801864624023e-01 3.284913301467895508e-01 6.567270755767822266e-01
1.662400811910629272e-01 2.672015726566314697e-01 2.302516400814056396e-01 5.389364361763000488e-01 9.608577489852905273e-01 6.014252901077270508e-01
6.297248005867004395e-01 7.122150063514709473e-01 2.188789397478103638e-01 4.628534615039825439e-01 2.529145479202270508e-01 7.912710905075073242e-01
1.057050302624702454e-01 4.883340597152709961e-01 8.041982650756835938e-01 9.983773231506347656e-01 7.747787833213806152e-01 8.443719148635864258e-01
1.039275825023651123e-01 7.970693111419677734e-01 9.679698944091796875e-01 6.770899295806884766e-01 9.862142056226730347e-02 3.379136919975280762e-01
2.804096639156341553e-01 9.269992113113403320e-01 8.102766871452331543e-01 7.088702917098999023e-01 4.957254230976104736e-01 1.281601786613464355e-01
7.534765601158142090e-01 8.694260716438293457e-01 2.309957444667816162e-01 8.795213103294372559e-01 5.289660096168518066e-01 8.970363736152648926e-01
1.193730086088180542e-01 9.949203133583068848e-01 4.657769575715065002e-02 3.333633840084075928e-01 4.520776569843292236e-01 1.462453603744506836e-01
4.170995354652404785e-01 9.991446733474731445e-01 8.504934906959533691e-01 5.299243330955505371e-02 6.266525983810424805e-01 4.061512053012847900e-01
4.450471997261047363e-01 1.309328079223632812e-01 9.986382126808166504e-01 7.856153845787048340e-01 4.337357878684997559e-01 2.656311690807342529e-01
1.938536465167999268e-01 7.432726621627807617e-01 9.806841015815734863e-01 1.996663063764572144e-01 9.205173254013061523e-01 4.999825954437255859e-01
6.566423177719116211e-01 1.320761740207672119e-01 5.018964409828186035e-01 3.938157260417938232e-01 4.630336761474609375e-01 3.895235657691955566e-01
3.769002258777618408e-01 8.722506165504455566e-01 7.324123382568359375e-01 2.962354719638824463e-01 5.477122664451599121e-01 3.007950782775878906e-01
2.842136025428771973e-01 8.753382563591003418e-01 9.878863096237182617e-01 2.844386696815490723e-01 4.073655307292938232e-01 1.484884172677993774e-01
1.381532400846481323e-01 9.727188944816589355e-01 9.342430830001831055e-01 1.960723102092742920e-01 1.052367389202117920e-01 9.985979199409484863e-01
8.191419765353202820e-03 8.365881443023681641e-01 9.660896062850952148e-01 2.715319991111755371e-01 7.100284099578857422e-01 4.035642743110656738e-01
4.922933578491210938e-01 8.880445957183837891e-01 1.734189987182617188e-01 3.735210895538330078e-01 2.990018427371978760e-01 5.188675522804260254e-01
3.222720026969909668e-01 9.970985651016235352e-01 9.991570711135864258e-01 3.541787862777709961e-01 9.929505586624145508e-01 3.127114474773406982e-01
5.789379402995109558e-02 5.460317134857177734e-01 6.952324509620666504e-01 4.217706620693206787e-01 3.174164593219757080e-01 3.398806452751159668e-01
2.912688255310058594e-01 6.628144979476928711e-01 9.811184406280517578e-01 5.100901126861572266e-01 5.912877917289733887e-01 5.864626169204711914e-01
3.037638962268829346e-01 9.058811664581298828e-01 9.324685931205749512e-01 9.152913093566894531e-01 9.887918829917907715e-01 5.140585899353027344e-01
2.677454985678195953e-02 9.175713658332824707e-01 9.417704939842224121e-01 4.883541464805603027e-01 3.605769276618957520e-01 9.951016306877136230e-02
8.341339230537414551e-02 2.441402226686477661e-01 3.143523037433624268e-01 9.999771118164062500e-01 7.396303415298461914e-01 4.171153008937835693e-01
2.218718975782394409e-01 9.836390018463134766e-01 9.365959167480468750e-01 2.535292506217956543e-01 9.654791355133056641e-01 3.845238685607910156e-01
1.018177866935729980e-01 9.982523322105407715e-01 9.846951365470886230e-01 9.995983242988586426e-01 9.188821911811828613e-01 4.691577851772308350e-01
2.456269711256027222e-01 4.077900946140289307e-01 3.227389454841613770e-01 8.150772452354431152e-01 9.694135785102844238e-01 3.228397667407989502e-01
2.107077650725841522e-02 8.488792777061462402e-01 9.949370622634887695e-01 9.531877636909484863e-01 9.519533514976501465e-01 4.195828139781951904e-01
5.854442119598388672e-01 9.871388077735900879e-01 2.514085769653320312e-01 4.855510294437408447e-01 1.794372648000717163e-01 8.399634063243865967e-02
8.735755085945129395e-02 8.801977038383483887e-01 6.170494556427001953e-01 6.479488015174865723e-01 8.267999291419982910e-01 6.958167552947998047e-01
1.027981191873550415e-01 2.559112198650836945e-02 2.699953317642211914e-01 7.839604616165161133e-01 8.897114396095275879e-01 8.145589828491210938e-01
3.588726520538330078e-01 9.998681545257568359e-01 9.622768759727478027e-01 5.351577401161193848e-01 3.871369361877441406e-01 5.484676957130432129e-01
4.907537102699279785e-01 5.658888816833496094e-01 8.387815952301025391e-01 4.735034406185150146e-01 6.083154678344726562e-01 5.720511078834533691e-01
1.974863708019256592e-01 4.408442974090576172e-01 9.811505079269409180e-01 6.871085762977600098e-01 9.992675185203552246e-01 5.586739778518676758e-01
7.679605484008789062e-02 5.872757434844970703e-01 9.990729093551635742e-01 3.733494281768798828e-01 5.604274868965148926e-01 3.283283114433288574e-01
2.900628447532653809e-01 9.970063567161560059e-01 8.295095562934875488e-01 5.547744631767272949e-01 9.895752072334289551e-01 9.997251629829406738e-01
8.323410749435424805e-01 9.985082745552062988e-01 4.868127107620239258e-01 7.602415084838867188e-01 4.579624235630035400e-01 5.040348172187805176e-01
4.601237177848815918e-01 5.690773725509643555e-01 5.000159740447998047e-01 9.966208934783935547e-01 4.791820943355560303e-01 6.735830903053283691e-01
4.313541352748870850e-01 1.764028072357177734e-01 5.734733939170837402e-01 5.513764619827270508e-01 1.130760535597801208e-01 6.026710271835327148e-01
3.144012093544006348e-01 7.763412594795227051e-01 2.016575783491134644e-01 8.630337119102478027e-01 4.693843722343444824e-01 8.719878643751144409e-02
8.386134356260299683e-02 8.343756794929504395e-01 9.988521337509155273e-01 6.320141553878784180e-01 9.358260631561279297e-01 1.391673535108566284e-01
6.156378984451293945e-01 3.478627204895019531e-01 7.635015249252319336e-01 4.292530119419097900e-01 7.829536795616149902e-01 6.152660846710205078e-01
2.035049051046371460e-01 1.183718964457511902e-01 9.973336458206176758e-01 8.869814872741699219e-01 2.035796940326690674e-01 6.064808964729309082e-01
2.335085570812225342e-01 7.513191103935241699e-01 9.852702021598815918e-01 6.078172922134399414e-01 2.039258629083633423e-01 2.287852764129638672e-01
1.832660734653472900e-01 3.739766478538513184e-01 9.813048243522644043e-01 9.596267342567443848e-01 5.392540693283081055e-01 7.028386592864990234e-01
3.107153475284576416e-01 9.809373021125793457e-01 9.868558049201965332e-01 9.555937647819519043e-01 3.068194687366485596e-01 2.839864194393157959e-01
3.571543395519256592e-01 9.967273473739624023e-01 7.355687022209167480e-01 3.812656402587890625e-01 1.083814725279808044e-01 3.135664761066436768e-01
3.460279107093811035e-01 9.983055591583251953e-01 8.145438432693481445e-01 5.726156234741210938e-01 9.492225646972656250e-01 5.911486148834228516e-01
1.745453774929046631e-01 8.990005254745483398e-01 3.191795945167541504e-02 9.902522563934326172e-01 1.891670376062393188e-01 6.122673749923706055e-01
2.021827362477779388e-02 5.617050528526306152e-01 9.762366414070129395e-01 3.771193921566009521e-01 9.891632795333862305e-01 3.941304087638854980e-01
5.906873941421508789e-01 9.769565463066101074e-01 4.907918274402618408e-01 6.158422231674194336e-01 2.473023831844329834e-01 3.274842500686645508e-01
9.910412430763244629e-01 6.660255789756774902e-01 4.435307681560516357e-01 5.317493677139282227e-01 1.358328312635421753e-01 1.522528827190399170e-01
3.071153461933135986e-01 4.015575349330902100e-01 9.895825386047363281e-01 1.492915004491806030e-01 9.913525581359863281e-01 5.365812778472900391e-01
2.143573574721813202e-02 6.396117806434631348e-01 9.550195336341857910e-01 8.867232799530029297e-01 2.969499528408050537e-01 2.635876238346099854e-01
8.127513527870178223e-02 7.484771609306335449e-01 9.993908405303955078e-01 5.750038623809814453e-01 9.055393934249877930e-02 9.148926734924316406e-01
1.968404352664947510e-01 2.164635062217712402e-01 6.284444928169250488e-01 9.993593096733093262e-01 7.931690216064453125e-01 2.495012432336807251e-01
3.825253248214721680e-01 9.696229696273803711e-01 5.588241815567016602e-01 8.352113366127014160e-01 4.783789217472076416e-01 4.783606231212615967e-01
1.182206124067306519e-01 9.975342750549316406e-01 4.150860607624053955e-01 9.586302638053894043e-01 4.182754158973693848e-01 5.701671242713928223e-01
8.508496284484863281e-01 2.571140229701995850e-01 6.406778693199157715e-01 5.525421500205993652e-01 6.922380328178405762e-01 9.928073883056640625e-01
6.526401638984680176e-01 8.890460133552551270e-01 5.735122561454772949e-01 4.655604064464569092e-01 4.477272927761077881e-01 3.305312395095825195e-01
1.972747892141342163e-01 9.302521347999572754e-01 7.167639732360839844e-01 8.144814372062683105e-01 6.562727093696594238e-01 8.312610983848571777e-01
9.472335129976272583e-02 8.184720873832702637e-01 9.980492591857910156e-01 6.137148663401603699e-02 7.064039707183837891e-01 8.025122284889221191e-01
1.108840778470039368e-01 9.869858622550964355e-01 5.991717576980590820e-01 9.985517859458923340e-01 5.017710924148559570e-01 9.963120818138122559e-01
1.059053614735603333e-01 3.187490105628967285e-01 9.493361711502075195e-01 2.774115204811096191e-01 5.779677629470825195e-01 1.272965967655181885e-01
1.932342350482940674e-01 9.765586853027343750e-01 3.772056698799133301e-01 9.679555892944335938e-01 2.452062666416168213e-01 5.422322750091552734e-01
4.335780143737792969e-01 8.795396685600280762e-01 7.305642962455749512e-01 8.949383497238159180e-01 4.381997138261795044e-02 1.579876989126205444e-01
1.991461515426635742e-01 5.207314491271972656e-01 5.160142183303833008e-01 5.345480442047119141e-01 5.996465682983398438e-01 1.952764093875885010e-01
3.804875910282135010e-01 9.788628816604614258e-01 6.954276561737060547e-01 9.062469601631164551e-01 3.115097880363464355e-01 4.233046174049377441e-01
2.173727899789810181e-01 9.191939234733581543e-01 4.171511828899383545e-01 5.405762419104576111e-02 9.839207530021667480e-01 1.471551805734634399e-01
2.933690845966339111e-01 8.740513920783996582e-01 9.373721480369567871e-01 9.245254993438720703e-01 8.755552768707275391e-02 3.049885034561157227e-01
2.569000124931335449e-01 1.331966817378997803e-01 5.588729977607727051e-01 2.730009853839874268e-01 1.650932878255844116e-01 7.936553955078125000e-01
1.324295550584793091e-01 5.305529236793518066e-01 4.606363177299499512e-01 2.011476904153823853e-01 5.639850720763206482e-02 9.763368368148803711e-01
7.993096709251403809e-01 9.210088849067687988e-01 7.957367300987243652e-01 4.223585724830627441e-01 5.662111639976501465e-01 7.943931818008422852e-01
9.486449956893920898e-01 2.820157408714294434e-01 9.997724890708923340e-01 3.360429406166076660e-01 2.154232263565063477e-01 4.614722132682800293e-01
6.412085294723510742e-01 4.179800450801849365e-01 2.910022139549255371e-01 9.852821826934814453e-01 5.319236516952514648e-01 4.023717045783996582e-01
2.912057638168334961e-01 4.376598298549652100e-01 3.603951632976531982e-01 9.243390560150146484e-01 1.901810169219970703e-01 8.022818565368652344e-01
1.598406136035919189e-01 9.969844222068786621e-01 4.105537831783294678e-01 6.511229276657104492e-02 6.196237802505493164e-01 3.207847177982330322e-01
6.898210942745208740e-02 4.060754477977752686e-01 1.525761187076568604e-01 5.939171314239501953e-01 3.964305520057678223e-01 4.620681107044219971e-01
1.974105834960937500e-01 9.020135402679443359e-01 3.708504736423492432e-01 9.993180036544799805e-01 5.239784121513366699e-01 7.021864652633666992e-01
2.562646269798278809e-01 4.459331929683685303e-01 9.756085276603698730e-01 1.145295500755310059e-01 5.825220346450805664e-01 4.643990397453308105e-01
2.433155179023742676e-01 9.907550215721130371e-01 6.872652173042297363e-01 5.571652650833129883e-01 4.625391662120819092e-01 3.012171685695648193e-01
1.727202832698822021e-01 5.237134695053100586e-01 3.998473286628723145e-01 3.940948247909545898e-01 3.253835737705230713e-01 6.142358779907226562e-01
4.674143195152282715e-01 9.917785525321960449e-01 4.106734395027160645e-01 2.237640507519245148e-02 1.537035703659057617e-01 9.028435349464416504e-01
1.060676425695419312e-01 1.238531917333602905e-01 4.536309540271759033e-01 9.137232303619384766e-01 2.682150602340698242e-01 6.946664452552795410e-01
1.740841120481491089e-01 5.011222958564758301e-01 6.955047249794006348e-01 8.694607615470886230e-01 7.392889857292175293e-01 2.231103330850601196e-01
2.557899951934814453e-01 5.007972121238708496e-01 9.319236278533935547e-01 8.831470012664794922e-01 4.453802704811096191e-01 8.572654128074645996e-01
2.120532691478729248e-01 2.526446878910064697e-01 4.962856471538543701e-01 2.870287597179412842e-01 9.941486120223999023e-01 2.199572026729583740e-01
4.593066871166229248e-01 2.882860898971557617e-01 9.922432303428649902e-01 3.100047707557678223e-01 1.702537536621093750e-01 7.769930362701416016e-01
5.104416236281394958e-02 6.882446408271789551e-01 9.651272296905517578e-01 9.949299693107604980e-01 1.102975010871887207e-01 7.544742226600646973e-01
4.832011461257934570e-01 7.755460739135742188e-01 6.252782344818115234e-01 9.983569979667663574e-01 9.130628705024719238e-01 7.096232771873474121e-01
5.363137125968933105e-01 9.859501719474792480e-01 5.459042191505432129e-01 9.630503654479980469e-01 5.973261594772338867e-01 9.260909557342529297e-01
4.575493633747100830e-01 9.921986460685729980e-01 9.685384035110473633e-01 9.822446703910827637e-01 9.974408149719238281e-02 9.705143570899963379e-01
5.125222802162170410e-01 6.335905194282531738e-01 1.920507401227951050e-01 9.912081956863403320e-01 3.501313328742980957e-01 4.900287687778472900e-01
1.189559847116470337e-01 4.705836772918701172e-01 3.756202757358551025e-01 7.895625829696655273e-01 3.143497705459594727e-01 8.943533897399902344e-01
4.114153981208801270e-01 7.740226387977600098e-01 3.004100322723388672e-01 2.862002849578857422e-01 6.480914354324340820e-01 2.815909385681152344e-01
3.160193264484405518e-01 2.507959604263305664e-01 9.895201921463012695e-01 9.432237744331359863e-01 9.879554808139801025e-02 5.705862641334533691e-01
5.713143944740295410e-01 7.883311510086059570e-01 9.983357787132263184e-01 5.634860396385192871e-01 4.741914570331573486e-01 1.037966385483741760e-01
2.499620318412780762e-01 5.641146302223205566e-01 8.913663625717163086e-01 3.106979131698608398e-01 6.538122296333312988e-01 5.179229378700256348e-01
8.646186441183090210e-02 1.924719214439392090e-01 5.618971586227416992e-01 9.994027614593505859e-01 3.197301626205444336e-01 4.107757210731506348e-01
2.436720877885818481e-01 9.765664339065551758e-01 4.580776691436767578e-01 1.633418351411819458e-01 5.137973427772521973e-01 1.594138741493225098e-01
2.102804332971572876e-01 2.422506362199783325e-01 3.022283613681793213e-01 9.805339574813842773e-01 2.475059479475021362e-01 5.492798686027526855e-01
6.146743521094322205e-02 3.354577422142028809e-01 1.707566380500793457e-01 9.783771634101867676e-01 6.611186861991882324e-01 7.840651273727416992e-01
5.145918577909469604e-02 5.451953411102294922e-01 9.868299365043640137e-01 5.136548876762390137e-01 6.779342293739318848e-01 5.381543636322021484e-01
2.441127598285675049e-02 1.181972101330757141e-01 5.527365207672119141e-01 8.701685070991516113e-01 4.886377155780792236e-01 5.827372074127197266e-01
4.157506525516510010e-01 8.148090839385986328e-01 6.775982379913330078e-01 5.034457445144653320e-01 8.265926241874694824e-01 3.186350464820861816e-01
4.204357564449310303e-01 9.997144341468811035e-01 5.542082712054252625e-02 2.548866271972656250e-01 9.821742773056030273e-02 9.741416573524475098e-02
5.989733934402465820e-01 4.995129108428955078e-01 3.286387622356414795e-01 9.996774196624755859e-01 5.679969191551208496e-01 3.144673705101013184e-01
3.158230483531951904e-01 5.253975987434387207e-01 5.480767488479614258e-01 1.077886968851089478e-01 3.912399411201477051e-01 5.865278840065002441e-01
4.322717487812042236e-01 4.890855848789215088e-01 5.452974438667297363e-01 2.572218477725982666e-01 9.550643563270568848e-01 1.858148276805877686e-01
2.446781694889068604e-01 5.289122462272644043e-01 9.993119239807128906e-01 4.057619273662567139e-01 7.085865736007690430e-01 5.175596475601196289e-01
2.920341491699218750e-02 7.537717223167419434e-01 9.989497065544128418e-01 4.553340673446655273e-01 6.346236467361450195e-01 9.469593316316604614e-02
3.578816950321197510e-01 9.972431659698486328e-01 4.993265271186828613e-01 1.676008999347686768e-01 7.694284319877624512e-01 4.188945889472961426e-01
1.504109948873519897e-01 1.229464635252952576e-01 2.413977682590484619e-01 9.997218251228332520e-01 6.374267935752868652e-01 2.205732166767120361e-01
4.972881078720092773e-01 9.978269934654235840e-01 9.949280023574829102e-01 4.526206254959106445e-01 5.439373850822448730e-01 6.509959101676940918e-01
6.779124140739440918e-01 9.971354007720947266e-01 8.819922208786010742e-01 6.775721311569213867e-01 7.807114720344543457e-01 3.181472718715667725e-01
1.787212342023849487e-01 9.512087106704711914e-01 7.257161140441894531e-01 2.832636237144470215e-01 1.621415764093399048e-01 7.650016546249389648e-01
1.198897957801818848e-01 9.827562570571899414e-01 9.954912066459655762e-01 5.897413492202758789e-01 2.928284704685211182e-01 5.420743823051452637e-01
3.490880727767944336e-01 4.230450391769409180e-01 4.255300462245941162e-01 9.976274371147155762e-01 3.765123486518859863e-01 2.739264667034149170e-01
7.078603655099868774e-02 7.016009092330932617e-01 9.762850403785705566e-01 7.476310729980468750e-01 8.228724002838134766e-01 6.741835474967956543e-01
1.687442511320114136e-01 2.738801240921020508e-01 7.898122072219848633e-01 8.823539018630981445e-01 5.464389324188232422e-01 2.866264283657073975e-01
1.365964561700820923e-01 9.587365388870239258e-01 7.022498250007629395e-01 6.810783147811889648e-01 1.767376661300659180e-01 1.639551222324371338e-01
3.550479114055633545e-01 9.355754256248474121e-01 3.546112775802612305e-02 9.067052006721496582e-01 4.897304475307464600e-01 5.137813091278076172e-01
1.984480321407318115e-01 9.225401878356933594e-01 4.421008527278900146e-01 9.824100732803344727e-01 3.400159478187561035e-01 2.122160196304321289e-01
4.642882645130157471e-01 6.691089272499084473e-01 9.853141307830810547e-01 3.038754165172576904e-01 8.419912457466125488e-01 5.602963566780090332e-01
1.179927960038185120e-02 4.053976535797119141e-01 9.430153369903564453e-01 2.226518541574478149e-01 1.883510649204254150e-01 5.334430336952209473e-01
1.259151846170425415e-01 7.048432826995849609e-01 9.782816767692565918e-01 9.807052016258239746e-01 3.281060159206390381e-01 5.832214951515197754e-01
1.651126444339752197e-01 6.812731623649597168e-01 9.971688389778137207e-01 8.292326331138610840e-01 5.400918126106262207e-01 3.246496617794036865e-01
6.960710883140563965e-01 9.855611920356750488e-01 5.366370677947998047e-01 4.079118967056274414e-01 5.514113903045654297e-01 2.255062311887741089e-01
2.674899995326995850e-01 9.766531586647033691e-01 8.437756896018981934e-01 2.382274717092514038e-01 7.908203601837158203e-01 2.704340592026710510e-02
2.903261482715606689e-01 2.565153539180755615e-01 1.795962303876876831e-01 3.861580789089202881e-01 4.807780981063842773e-01 1.661168187856674194e-01
2.894975841045379639e-01 8.599764704704284668e-01 4.855294227600097656e-01 7.923607826232910156e-01 4.874944686889648438e-02 5.335276722908020020e-01
1.370559334754943848e-01 2.779604494571685791e-01 8.494396209716796875e-01 9.803449511528015137e-01 2.965991795063018799e-01 6.222485899925231934e-01
3.827508389949798584e-01 5.312234759330749512e-01 3.768049478530883789e-01 6.402624845504760742e-01 3.664062321186065674e-01 9.078345298767089844e-01
2.079498618841171265e-01 9.915869235992431641e-01 4.830230399966239929e-02 6.707398891448974609e-01 2.029770165681838989e-01 8.400504589080810547e-01
4.740110337734222412e-01 3.244190514087677002e-01 9.978834986686706543e-01 1.693800687789916992e-01 9.995099306106567383e-01 8.571562170982360840e-01
2.223000228404998779e-01 8.822802901268005371e-01 9.967274665832519531e-01 2.247569411993026733e-01 2.370624989271163940e-01 4.991317987442016602e-01
