# bkg-pred	mN=200GeV-pred	mN=300GeV-pred	mN=500GeV-pred	mN=700GeV-pred	mN=900GeV-pred	mN=1100GeV-pred
8.112677931785583496e-01 3.745099008083343506e-01 9.986697435379028320e-01 9.909557700157165527e-01 9.208475351333618164e-01 6.904181838035583496e-02 9.910073876380920410e-01
2.617540061473846436e-01 8.177697062492370605e-01 9.878665208816528320e-01 9.999247789382934570e-01 1.704955250024795532e-01 1.271833330392837524e-01 9.559685587882995605e-01
3.073570728302001953e-01 3.066838681697845459e-01 9.475966691970825195e-01 8.933504223823547363e-01 6.451261639595031738e-01 6.577224731445312500e-01 9.820784926414489746e-01
7.777702212333679199e-01 9.532520771026611328e-01 7.746770977973937988e-01 3.496251702308654785e-01 9.825025796890258789e-01 2.196487039327621460e-01 9.180582761764526367e-01
2.912910580635070801e-01 2.069878727197647095e-01 5.568931102752685547e-01 5.663325786590576172e-01 9.944209456443786621e-01 1.434307694435119629e-01 6.954498291015625000e-01
6.258102059364318848e-01 9.991300702095031738e-01 4.196770787239074707e-01 2.227121591567993164e-01 1.924847811460494995e-01 9.926140308380126953e-01 5.817292332649230957e-01
1.490406244993209839e-01 9.969666600227355957e-01 5.204479694366455078e-01 2.207168936729431152e-01 9.345826506614685059e-01 5.781099796295166016e-01 5.650168061256408691e-01
1.381584256887435913e-01 9.335011243820190430e-01 9.847191572189331055e-01 9.989591836929321289e-01 9.975795149803161621e-01 8.039382100105285645e-01 9.989839196205139160e-01
6.369603425264358521e-02 9.979280233383178711e-01 6.893863081932067871e-01 9.994438290596008301e-01 1.216219216585159302e-01 6.350607872009277344e-01 9.914575219154357910e-01
1.220775172114372253e-01 8.951286077499389648e-01 6.287730932235717773e-01 8.380917906761169434e-01 3.739759624004364014e-01 2.273093611001968384e-01 9.673918485641479492e-01
2.542663216590881348e-01 4.041174352169036865e-01 9.986091852188110352e-01 1.028019934892654419e-01 5.450691580772399902e-01 4.415402114391326904e-01 4.322039783000946045e-01
4.966588318347930908e-01 4.131959974765777588e-01 7.614530920982360840e-01 3.868972659111022949e-01 5.437963604927062988e-01 1.260936558246612549e-01 9.222922921180725098e-01
1.988819986581802368e-01 9.772417545318603516e-01 6.766989231109619141e-01 3.876572549343109131e-01 5.841267704963684082e-01 2.650502920150756836e-01 8.132504224777221680e-01
1.598929166793823242e-01 3.286278545856475830e-01 2.765764594078063965e-01 2.558352947235107422e-01 8.945822715759277344e-01 9.999589920043945312e-01 6.536263823509216309e-01
3.597810268402099609e-01 1.731668710708618164e-01 3.462581634521484375e-01 8.765662312507629395e-01 2.380055040121078491e-01 5.456407666206359863e-01 7.230291366577148438e-01
7.904650270938873291e-02 7.901761531829833984e-01 1.458341479301452637e-01 9.936747550964355469e-01 5.444233417510986328e-01 5.839545130729675293e-01 9.295855760574340820e-01
3.056447394192218781e-02 7.619151473045349121e-01 7.924119830131530762e-01 7.016022205352783203e-01 8.908836841583251953e-01 9.106437563896179199e-01 7.216362953186035156e-01
3.414225950837135315e-02 8.478301763534545898e-01 6.035262346267700195e-02 3.495015203952789307e-01 5.330977439880371094e-01 2.900879681110382080e-01 6.993821263313293457e-01
2.133931368589401245e-01 9.194325208663940430e-01 4.668245464563369751e-02 9.324716329574584961e-01 9.950012564659118652e-01 3.412212729454040527e-01 7.053900957107543945e-01
5.047969818115234375e-01 6.145104169845581055e-01 9.968570470809936523e-01 9.674260020256042480e-01 9.995582699775695801e-01 3.105423599481582642e-02 9.235557317733764648e-01
6.266447901725769043e-01 9.895748496055603027e-01 9.996303319931030273e-01 3.311028480529785156e-01 8.255378603935241699e-01 7.862412929534912109e-01 9.799781441688537598e-01
5.311658382415771484e-01 9.976423382759094238e-01 3.751535415649414062e-01 9.487538337707519531e-01 5.254467129707336426e-01 7.521144747734069824e-01 9.262778162956237793e-01
7.838154584169387817e-02 7.886284589767456055e-01 8.155253529548645020e-01 9.975100755691528320e-01 6.304225325584411621e-01 3.881264328956604004e-01 4.734562933444976807e-01
3.273849561810493469e-02 9.767181277275085449e-01 5.940396785736083984e-01 9.958957433700561523e-01 4.822251498699188232e-01 2.205227166414260864e-01 9.999476671218872070e-01
8.495946228504180908e-02 5.144414901733398438e-01 9.449096322059631348e-01 2.207519859075546265e-01 2.410398125648498535e-01 3.398389220237731934e-01 9.805415868759155273e-01
3.858795762062072754e-02 8.324419856071472168e-01 1.590578556060791016e-01 9.805206656455993652e-01 1.789954751729965210e-01 1.292937546968460083e-01 2.972601354122161865e-01
5.339060425758361816e-01 1.628282368183135986e-01 1.730292588472366333e-01 2.993095517158508301e-01 2.699436247348785400e-01 1.788231581449508667e-01 2.852954566478729248e-01
2.317938804626464844e-01 8.404825329780578613e-01 9.504701495170593262e-01 9.850837588310241699e-01 1.751687675714492798e-01 9.999917745590209961e-01 6.492776870727539062e-01
9.568816423416137695e-02 6.339246034622192383e-01 5.034578442573547363e-01 6.681825518608093262e-01 5.620871782302856445e-01 8.343468904495239258e-01 9.975825548171997070e-01
8.006665110588073730e-01 9.727613925933837891e-01 3.148207068443298340e-01 2.266463190317153931e-01 2.859064638614654541e-01 5.455004572868347168e-01 9.917123317718505859e-01
2.545997500419616699e-01 3.808150887489318848e-01 7.792908549308776855e-01 9.320555329322814941e-01 9.999288320541381836e-01 6.698616594076156616e-02 5.933684110641479492e-01
1.719665229320526123e-01 9.487584233283996582e-01 5.290991663932800293e-01 1.293322890996932983e-01 2.039895802736282349e-01 5.404856801033020020e-01 7.004651427268981934e-01
5.059668421745300293e-01 7.092367410659790039e-01 4.058404862880706787e-01 5.634613707661628723e-02 3.192203640937805176e-01 2.075498849153518677e-01 7.126986384391784668e-01
2.194412797689437866e-02 7.802815437316894531e-01 9.999459981918334961e-01 8.968164920806884766e-01 2.411811947822570801e-01 1.598732620477676392e-01 9.874186515808105469e-01
2.154675573110580444e-01 8.641368150711059570e-01 3.798238039016723633e-01 9.754195213317871094e-01 9.941348433494567871e-01 6.685432195663452148e-01 7.481924295425415039e-01
3.587187826633453369e-01 1.970132142305374146e-01 9.660224914550781250e-01 9.016575813293457031e-01 5.721808671951293945e-01 1.703474521636962891e-01 2.315196096897125244e-01
4.063311219215393066e-02 9.695779681205749512e-01 9.724482297897338867e-01 9.499203562736511230e-01 8.946486711502075195e-01 2.275426983833312988e-01 9.993783235549926758e-01
5.975217223167419434e-01 2.897055149078369141e-01 9.852390289306640625e-01 3.124190270900726318e-01 7.724931240081787109e-01 9.525313377380371094e-01 9.933429956436157227e-01
2.523488402366638184e-01 9.998967647552490234e-01 9.958947896957397461e-01 5.978665947914123535e-01 9.999340772628784180e-01 8.784362673759460449e-01 1.767366826534271240e-01
5.405121296644210815e-02 1.864641904830932617e-01 1.518291085958480835e-01 9.662368893623352051e-01 2.408371418714523315e-01 5.343626737594604492e-01 9.551675319671630859e-01
9.770956039428710938e-01 9.447891116142272949e-01 8.838211297988891602e-01 9.548280835151672363e-01 9.793230295181274414e-01 3.187848627567291260e-01 9.865359663963317871e-01
1.800820976495742798e-01 7.951295971870422363e-01 5.543295145034790039e-01 9.966529011726379395e-01 9.990341663360595703e-01 1.016759499907493591e-01 9.981805086135864258e-01
2.985321283340454102e-01 9.780413508415222168e-01 9.821798801422119141e-01 2.863595485687255859e-01 9.989620447158813477e-01 7.105278223752975464e-02 9.905351996421813965e-01
1.651370376348495483e-01 8.191849589347839355e-01 2.636275887489318848e-01 2.870167493820190430e-01 7.092555761337280273e-01 4.579160809516906738e-01 8.204727768898010254e-01
1.558077242225408554e-02 7.413367629051208496e-01 7.799061536788940430e-01 1.680896282196044922e-01 2.724577486515045166e-01 8.696832656860351562e-01 8.109021931886672974e-02
6.298083662986755371e-01 5.565808415412902832e-01 8.728808164596557617e-01 9.989788532257080078e-01 9.941036105155944824e-01 1.501627117395401001e-01 9.979397654533386230e-01
1.297431290149688721e-01 1.224935650825500488e-01 9.824154973030090332e-01 9.962927699089050293e-01 5.584838986396789551e-01 1.784659624099731445e-01 8.203756809234619141e-01
8.804941177368164062e-02 9.963764548301696777e-01 9.994101524353027344e-01 9.305914044380187988e-01 8.663461804389953613e-01 9.614083766937255859e-01 8.168243765830993652e-01
1.577489078044891357e-01 9.589470624923706055e-01 4.706471562385559082e-01 7.062967419624328613e-01 4.426240622997283936e-01 4.706902205944061279e-01 9.928926229476928711e-01
9.591262936592102051e-01 9.923864603042602539e-01 2.769455909729003906e-01 4.225251674652099609e-01 9.997248053550720215e-01 2.380457371473312378e-01 7.298989892005920410e-01
8.893652260303497314e-02 1.157522052526473999e-01 6.040557026863098145e-01 5.952917933464050293e-01 9.761220216751098633e-01 1.125420406460762024e-01 9.048467278480529785e-01
2.872100099921226501e-02 5.208301544189453125e-01 9.931046366691589355e-01 9.530239105224609375e-01 1.210733056068420410e-01 2.106991112232208252e-01 9.717180728912353516e-01
1.018597632646560669e-01 9.672793149948120117e-01 7.695559859275817871e-01 5.759412050247192383e-02 5.189538002014160156e-01 2.896268963813781738e-01 8.818085789680480957e-01
1.203328743577003479e-01 9.620059132575988770e-01 9.723418354988098145e-01 5.059971809387207031e-01 7.889451980590820312e-01 5.079693794250488281e-01 9.089103341102600098e-01
2.209044992923736572e-01 2.193849831819534302e-01 8.836486339569091797e-01 9.999071359634399414e-01 7.037333250045776367e-01 1.984575241804122925e-01 7.995989918708801270e-01
6.807393580675125122e-02 8.288283944129943848e-01 1.889698952436447144e-01 9.991950392723083496e-01 3.151449561119079590e-01 8.163987994194030762e-01 9.737980365753173828e-01
4.029632806777954102e-01 9.916757345199584961e-01 9.946528673171997070e-01 2.399919480085372925e-01 4.235219061374664307e-01 9.860613346099853516e-01 9.627905488014221191e-01
4.006501659750938416e-02 9.498677849769592285e-01 9.982175230979919434e-01 9.209638237953186035e-01 5.455181598663330078e-01 2.929114401340484619e-01 9.794182777404785156e-01
1.338380724191665649e-01 9.979191422462463379e-01 2.149753719568252563e-01 9.958518743515014648e-01 9.480888843536376953e-01 2.534477114677429199e-01 4.425908029079437256e-01
3.945603966712951660e-01 8.378279805183410645e-01 9.995782971382141113e-01 9.914951324462890625e-01 2.044531106948852539e-01 9.869721531867980957e-01 9.574074745178222656e-01
3.598897457122802734e-01 3.564431965351104736e-01 9.867578148841857910e-01 8.744567632675170898e-01 1.733527779579162598e-01 5.767437219619750977e-01 8.887434601783752441e-01
2.185877114534378052e-01 2.392089068889617920e-01 2.561078667640686035e-01 1.266515254974365234e-01 2.604428827762603760e-01 4.588046967983245850e-01 9.447140097618103027e-01
1.795234344899654388e-02 2.552038133144378662e-01 9.948711395263671875e-01 2.776694595813751221e-01 4.835443794727325439e-01 9.410791397094726562e-01 9.939106702804565430e-01
1.087485626339912415e-01 9.987134933471679688e-01 1.675828993320465088e-01 9.466506242752075195e-01 8.583818376064300537e-02 5.909925103187561035e-01 9.789517521858215332e-01
9.909219145774841309e-01 9.861331582069396973e-01 9.999958276748657227e-01 9.983404874801635742e-01 6.276114583015441895e-01 4.737122058868408203e-01 9.824519753456115723e-01
2.298773676156997681e-01 5.546774864196777344e-01 9.936624765396118164e-01 8.975809216499328613e-01 9.944294691085815430e-01 3.886625468730926514e-01 9.371958971023559570e-01
3.472346365451812744e-01 9.889457821846008301e-01 9.792643785476684570e-01 3.056254982948303223e-01 1.617003232240676880e-01 9.850736707448959351e-02 9.970001578330993652e-01
3.016622960567474365e-01 8.533710241317749023e-02 1.672099679708480835e-01 9.943344593048095703e-01 4.529625177383422852e-01 8.431946635246276855e-01 9.839448332786560059e-01
7.699417322874069214e-02 2.059911191463470459e-01 9.850842356681823730e-01 8.748106956481933594e-01 8.016803860664367676e-01 1.603039950132369995e-01 9.549803137779235840e-01
9.109498858451843262e-01 7.694457769393920898e-01 9.981867671012878418e-01 9.994618296623229980e-01 8.801160454750061035e-01 3.696468174457550049e-01 8.612067103385925293e-01
5.550355315208435059e-01 1.109811589121818542e-01 9.987086057662963867e-01 9.863815307617187500e-01 9.724459052085876465e-01 7.079830169677734375e-01 6.974304914474487305e-01
3.607225418090820312e-01 9.964715242385864258e-01 3.546741604804992676e-01 9.707738161087036133e-01 7.132651656866073608e-02 1.281223595142364502e-01 8.077263236045837402e-01
7.925012111663818359e-01 9.994056224822998047e-01 9.122361540794372559e-01 2.959305644035339355e-01 8.112145066261291504e-01 7.771942019462585449e-02 3.366094529628753662e-01
1.505789458751678467e-01 7.943755388259887695e-02 9.999860525131225586e-01 6.028880476951599121e-01 5.288609266281127930e-01 2.618964016437530518e-01 9.732471704483032227e-01
4.042846560478210449e-01 8.430285453796386719e-01 2.197545766830444336e-01 1.793356537818908691e-01 1.085179746150970459e-01 9.963740706443786621e-01 7.471304535865783691e-01
2.844451367855072021e-01 5.265948176383972168e-01 2.204174548387527466e-01 9.952333569526672363e-01 1.962890625000000000e-01 7.338782548904418945e-01 9.416478872299194336e-01
1.654670089483261108e-01 9.882535934448242188e-01 6.011573076248168945e-01 2.986638247966766357e-01 4.276738464832305908e-01 9.900508522987365723e-01 9.635741710662841797e-01
4.817582666873931885e-02 9.289255142211914062e-01 2.508582174777984619e-01 9.635534882545471191e-01 9.951632022857666016e-01 1.945609003305435181e-01 3.911017179489135742e-01
4.756526947021484375e-01 5.168410539627075195e-01 9.731830358505249023e-01 2.248626500368118286e-01 1.221894323825836182e-01 2.551954388618469238e-01 2.411155551671981812e-01
9.893921613693237305e-01 9.964455962181091309e-01 6.149536371231079102e-01 1.982211470603942871e-01 3.215304613113403320e-01 4.869089648127555847e-02 9.993497729301452637e-01
1.242314726114273071e-01 9.916399717330932617e-01 9.293055534362792969e-01 5.034435391426086426e-01 6.760050356388092041e-02 9.922754168510437012e-01 2.844296395778656006e-01
2.257900685071945190e-02 9.882376790046691895e-01 2.175326347351074219e-01 9.999799728393554688e-01 4.606230556964874268e-01 8.153871446847915649e-02 9.627438783645629883e-01
3.738959878683090210e-02 2.457144260406494141e-01 7.960489392280578613e-01 6.297156214714050293e-01 9.952384233474731445e-01 5.054367184638977051e-01 8.211799860000610352e-01
5.514227598905563354e-02 4.610483646392822266e-01 1.497915089130401611e-01 5.936895608901977539e-01 9.935395121574401855e-01 4.995981752872467041e-01 8.797847628593444824e-01
6.284019947052001953e-01 3.428065478801727295e-01 9.522112607955932617e-01 5.253661870956420898e-01 2.509695291519165039e-01 6.983667612075805664e-01 8.566594123840332031e-01
2.045528292655944824e-01 7.231941223144531250e-01 6.912168264389038086e-01 9.954276084899902344e-01 9.997299313545227051e-01 2.550215125083923340e-01 5.867946743965148926e-01
3.211982846260070801e-01 8.415845036506652832e-01 4.350372850894927979e-01 1.039211675524711609e-01 3.088928759098052979e-01 9.849838912487030029e-02 9.973418116569519043e-01
8.550352454185485840e-01 2.404475808143615723e-01 3.919446766376495361e-01 9.971485733985900879e-01 2.422055751085281372e-01 9.425313025712966919e-02 8.933804035186767578e-01
5.990168452262878418e-01 9.530060291290283203e-01 9.521323442459106445e-01 8.513322472572326660e-01 1.570058465003967285e-01 8.846204280853271484e-01 1.414098441600799561e-01
8.282215893268585205e-02 9.159507751464843750e-01 4.793184697628021240e-01 9.996875524520874023e-01 2.760726809501647949e-01 8.273147940635681152e-01 4.830932617187500000e-01
2.655174136161804199e-01 7.304143905639648438e-02 8.899189233779907227e-01 3.452138006687164307e-01 1.345825940370559692e-01 6.943915486335754395e-01 6.139213219285011292e-02
6.511859595775604248e-02 9.988464117050170898e-01 5.722206234931945801e-01 1.367658078670501709e-01 9.992563128471374512e-01 5.060042738914489746e-01 9.999008178710937500e-01
1.369743496179580688e-01 8.824909925460815430e-01 9.852950572967529297e-01 3.065047264099121094e-01 7.588396221399307251e-02 4.503404200077056885e-01 9.970949888229370117e-01
4.286656975746154785e-01 6.828804612159729004e-01 9.890751242637634277e-01 6.973792910575866699e-01 5.741474628448486328e-01 2.714077532291412354e-01 9.607449173927307129e-01
8.112702369689941406e-01 9.843487143516540527e-01 7.795751690864562988e-01 4.948509037494659424e-01 9.066638350486755371e-01 6.513912677764892578e-01 9.843106269836425781e-01
2.765364944934844971e-01 3.573498725891113281e-01 1.735194325447082520e-01 4.417750537395477295e-01 1.911202669143676758e-01 3.662876784801483154e-01 2.596301138401031494e-01
5.896669626235961914e-02 6.900910735130310059e-01 2.272051870822906494e-01 5.044416785240173340e-01 1.870306879281997681e-01 5.057300925254821777e-01 9.835130572319030762e-01
3.540917634963989258e-01 9.874912500381469727e-01 9.865521788597106934e-01 9.918742775917053223e-01 8.957568407058715820e-01 4.783429205417633057e-01 8.075381517410278320e-01
1.799633651971817017e-01 9.966404438018798828e-01 9.999971389770507812e-01 9.108010679483413696e-02 9.998094439506530762e-01 1.989231556653976440e-01 9.560126066207885742e-01
1.545338481664657593e-01 9.990037083625793457e-01 3.615217804908752441e-01 9.563772678375244141e-01 9.808458685874938965e-01 6.851054430007934570e-01 8.743561506271362305e-01
7.855799198150634766e-01 9.999731779098510742e-01 6.093037724494934082e-01 1.381820291280746460e-01 3.481560349464416504e-01 3.291704654693603516e-01 9.975722432136535645e-01
9.141219258308410645e-01 9.279076457023620605e-01 7.560692429542541504e-01 4.556112289428710938e-01 1.659984588623046875e-01 9.969004392623901367e-01 5.726847052574157715e-01
4.414004981517791748e-01 8.885564208030700684e-01 3.290975987911224365e-01 9.994814991950988770e-01 9.999594688415527344e-01 1.605049967765808105e-01 9.462431073188781738e-01
1.451607346534729004e-01 6.009930372238159180e-01 1.147389113903045654e-01 9.845911264419555664e-01 6.872129440307617188e-01 9.037767052650451660e-01 9.074272513389587402e-01
6.418246775865554810e-02 6.843727827072143555e-01 7.153451442718505859e-01 3.956897854804992676e-01 4.758723676204681396e-01 1.267175972461700439e-01 5.359527468681335449e-01
4.150459170341491699e-02 9.968454241752624512e-01 8.101391792297363281e-01 3.019981682300567627e-01 9.866108894348144531e-01 5.630908608436584473e-01 4.259212315082550049e-01
1.463612169027328491e-01 9.998946189880371094e-01 6.422356367111206055e-01 7.439264059066772461e-01 3.629292249679565430e-01 2.669297754764556885e-01 7.191774845123291016e-01
1.996187567710876465e-01 7.671646475791931152e-01 5.311204195022583008e-01 3.634095191955566406e-01 6.009509414434432983e-02 2.845154106616973877e-01 3.494088351726531982e-01
9.863866567611694336e-01 2.304823398590087891e-01 7.208421826362609863e-01 2.858475744724273682e-01 5.691235512495040894e-02 6.500502824783325195e-01 8.932501673698425293e-01
8.538307994604110718e-02 8.581528663635253906e-01 5.089243650436401367e-01 2.729692757129669189e-01 3.821943402290344238e-01 4.103565961122512817e-02 9.954442977905273438e-01
2.218214571475982666e-01 7.384531199932098389e-02 7.488188147544860840e-01 9.973551034927368164e-01 3.317514955997467041e-01 1.784029901027679443e-01 8.127679228782653809e-01
9.304556995630264282e-02 2.363267093896865845e-01 5.408591628074645996e-01 9.997525811195373535e-01 1.517219245433807373e-01 9.439990520477294922e-01 9.994819760322570801e-01
1.599031388759613037e-01 9.884905815124511719e-01 9.363291859626770020e-01 3.912409245967864990e-01 8.032670021057128906e-01 8.493242859840393066e-01 6.547055840492248535e-01
1.256063878536224365e-01 4.468995928764343262e-01 3.033013045787811279e-01 9.999662637710571289e-01 2.088611423969268799e-01 2.489456087350845337e-01 2.902847826480865479e-01
3.808109760284423828e-01 9.968646168708801270e-01 8.875207304954528809e-01 5.192565917968750000e-01 2.626804113388061523e-01 6.173738837242126465e-01 9.738604426383972168e-01
7.829650044441223145e-01 9.689974188804626465e-01 8.221403509378433228e-02 9.012073278427124023e-01 9.086905121803283691e-01 4.566634595394134521e-01 9.965907335281372070e-01
1.996235549449920654e-02 9.646468758583068848e-01 3.734278976917266846e-01 6.636447310447692871e-01 7.506201267242431641e-01 3.120332658290863037e-01 9.333541393280029297e-01
3.033380508422851562e-01 9.804507493972778320e-01 9.796071052551269531e-01 5.624856948852539062e-01 9.831557422876358032e-02 9.917112588882446289e-01 6.529505252838134766e-01
2.198289483785629272e-01 9.972841739654541016e-01 9.942147135734558105e-01 5.035713687539100647e-02 9.816702604293823242e-01 8.596799969673156738e-01 2.150163948535919189e-01
1.438331007957458496e-01 4.731240868568420410e-01 7.683755159378051758e-01 8.172416687011718750e-01 1.589505225419998169e-01 3.278254270553588867e-01 5.081524252891540527e-01
1.393460333347320557e-01 9.210049510002136230e-01 9.999361038208007812e-01 5.813415646553039551e-01 9.963123202323913574e-01 7.627899646759033203e-01 8.769654035568237305e-01
5.634587407112121582e-01 9.987214207649230957e-01 9.966444969177246094e-01 9.990292787551879883e-01 9.990128278732299805e-01 1.140211969614028931e-01 2.248801440000534058e-01
1.772434115409851074e-01 9.949725866317749023e-01 5.954810976982116699e-01 2.999766767024993896e-01 6.782329678535461426e-01 1.679594367742538452e-01 9.926661849021911621e-01
2.362635284662246704e-01 9.996731281280517578e-01 9.999577999114990234e-01 2.671212330460548401e-02 9.999215602874755859e-01 7.421517968177795410e-01 3.319835066795349121e-01
3.407916128635406494e-01 4.687576591968536377e-01 9.910719990730285645e-01 5.888574719429016113e-01 7.343027591705322266e-01 1.380195021629333496e-01 8.856590390205383301e-01
2.889687418937683105e-01 9.358735680580139160e-01 3.256306648254394531e-01 9.696657061576843262e-01 7.454998046159744263e-02 7.010541111230850220e-02 3.669696450233459473e-01
1.520606130361557007e-01 9.978629946708679199e-01 2.509552836418151855e-01 9.048126935958862305e-01 7.948772311210632324e-01 7.070251107215881348e-01 9.889370203018188477e-01
3.528653681278228760e-01 5.440813899040222168e-01 9.994303584098815918e-01 8.646066188812255859e-01 6.970466375350952148e-01 9.960165619850158691e-01 9.815494418144226074e-01
7.833095639944076538e-02 3.993699848651885986e-01 4.408927261829376221e-01 7.381842136383056641e-01 9.859129786491394043e-01 4.788495004177093506e-01 1.335404366254806519e-01
4.264008998870849609e-02 9.465426206588745117e-01 9.952221512794494629e-01 9.977149963378906250e-01 8.830616474151611328e-01 4.146914184093475342e-01 7.652550339698791504e-01
7.551766186952590942e-02 9.961038827896118164e-01 1.693334430456161499e-01 9.827233552932739258e-01 3.959444537758827209e-02 9.969999194145202637e-01 9.975206255912780762e-01
2.499312907457351685e-02 3.223581314086914062e-01 2.532598376274108887e-01 9.599634408950805664e-01 3.117198348045349121e-01 9.430382251739501953e-01 5.747292041778564453e-01
4.738316833972930908e-01 9.991791844367980957e-01 9.998363256454467773e-01 1.047209426760673523e-01 9.539182186126708984e-01 3.914409279823303223e-01 6.348477602005004883e-01
4.206954538822174072e-01 9.989620447158813477e-01 2.187219560146331787e-01 9.814047217369079590e-01 9.896026253700256348e-01 6.383253931999206543e-01 8.144265413284301758e-01
7.579664587974548340e-01 6.011953949928283691e-01 5.130738615989685059e-01 9.827182888984680176e-01 7.053143382072448730e-01 2.023253440856933594e-01 7.023743987083435059e-01
2.601447105407714844e-01 9.976552724838256836e-01 1.240312382578849792e-01 2.582529783248901367e-01 9.994270801544189453e-01 9.985433816909790039e-01 9.909398555755615234e-01
